brand,model,processor_brand,processor_Name,processor_gnrtn,ram_gb,Apps,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,Price
DELL,Inspiron,AMD,Core i5,Missing,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,Yes,39990
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,40200
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,55990
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,77990
MSI,Prestige,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,89990
MSI,Stealth,Intel,Core i7,12th,8,DDR4,1024,0,Windows,64,8,Casual,15.6,0,No,No,279990
HP,Envy,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,106490
Lenovo,IdeaPad,Intel,Core i7,11th,8,DDR4,512,0,Windows,32,2,Casual,14,1,No,Yes,70990
ASUS,ROG,Intel,Core i7,12th,8,DDR4,1024,0,Windows,64,6,Casual,15.6,0,No,No,299990
ASUS,ROG,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,4,Casual,13.4,1,Yes,No,114990
HP,15,Intel,Core i7,8th,8,DDR4,128,1024,Windows,64,4,Casual,15.6,1,No,No,116941
MICROSOFT,Surface,Intel,Core i7,10th,8,DDR4,128,0,Windows,64,0,Casual,13,0,Yes,No,100190
ASUS,Vivobook,Intel,Core i7,Missing,8,DDR4,0,0,Windows,64,0,Casual,0,0,No,No,26990
Lenovo,ThinkPad,Intel,Core i7,10th,8,DDR4,512,512,Windows,64,0,ThinNlight,14,3,Yes,No,155411
HP,Spectre,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,239759
Lenovo,ThinkPad,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,64990
acer,Nitro,AMD,Core i7,Missing,8,DDR4,0,0,Missing,32,4,Casual,0,0,No,No,72990
Lenovo,Core,Intel,Core i7,10th,8,DDR4,256,0,Windows,32,0,Casual,14,0,No,No,40990
DELL,Inspiron,Intel,Core i7,10th,8,DDR4,256,0,Windows,64,0,ThinNlight,14.96,1,No,No,42490
HP,Pavilion,AMD,Core i7,Missing,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,No,No,80000
ASUS,VivoBook,Intel,Core i7,Missing,8,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,29890
acer,Aspire,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,44990
acer,Aspire,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,57990
HP,15s,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,53490
LG,Gram,Intel,Core i7,10th,8,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,76990
DELL,Core,Intel,Core i7,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,43970
HP,OMEN,Intel,Core i7,11th,8,DDR4,1024,0,Windows,64,4,Casual,16.1,0,No,No,121990
acer,Extensa,Intel,Core i7,Missing,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,30990
HP,OMEN,Intel,Core i7,11th,8,DDR4,1024,0,Windows,64,4,Casual,16.1,0,No,No,116990
APPLE,MacBook,Apple,Core i7,Missing,8,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,124990
ASUS,ExpertBook,Intel,Core i7,10th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,No,40990
Lenovo,Legion,Intel,Core i7,11th,8,DDR4,1024,0,Windows,64,6,Casual,16,0,No,No,151098
ASUS,VivoBook,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,78990
DELL,G15,NVIDIA,Core i7,Missing,8,DDR4,0,0,Missing,32,4,Casual,0,0,No,No,95990
DELL,XPS,Intel,Core i7,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,121890
realme,Book,Intel,Core i7,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,47999
ASUS,ExpertBook,Intel,Core i7,11th,8,DDR4,256,0,Missing,64,0,Casual,15.6,0,No,No,35990
ASUS,TUF,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,No,64990
ASUS,ZenBook,Intel,Core i7,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,85990
DELL,Vostro,Intel,Core i7,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,43990
MSI,Modern,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,54990
HP,Omen,Intel,Core i7,Missing,8,DDR4,0,0,Missing,32,4,Casual,0,0,No,No,102551
DELL,Core,Intel,Core i7,11th,8,DDR4,256,0,Windows,64,0,Casual,14,0,Yes,No,71999
ASUS,ROG,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,124990
Lenovo,Ryzen,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,84988
Lenovo,Legion,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,76498
MSI,Katana,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,94990
HP,Pavilion,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,90990
Vaio,SE,Intel,Core i7,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,2,No,Yes,62890
MICROSOFT,Surface,AMD,Core i7,Missing,8,DDR4,128,0,Windows,64,0,Casual,15,0,Yes,No,99990
ASUS,VivoBook,AMD,Core i7,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,34500
DELL,Ryzen,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,4,Casual,14.96,1,No,No,98920
Lenovo,Legion,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,Yes,130990
LG,Gram,Intel,Core i7,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,76990
ASUS,Vivobook,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,0,Casual,15.6,1,No,No,99990
HP,Spectre,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,13.5,0,Yes,No,111999
MSI,GP76,Intel,Core i7,Missing,8,DDR4,0,0,Missing,32,8,Casual,0,0,No,No,179990
ASUS,Vivobook,Intel,Core i7,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,39990
MSI,Pulse,Intel,Core i7,11th,8,DDR4,1024,0,Windows,64,8,Casual,15.6,2,No,No,129990
ASUS,Zenbook,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,0,Casual,14,0,Yes,No,134990
Lenovo,Yoga,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,70798
DELL,Vostro,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,40590
Lenovo,Legion,Intel,Core i7,9th,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,59990
MSI,Modern,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,54990
ASUS,VivoBook,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,40990
ASUS,Core,Intel,Core i7,10th,8,DDR4,1024,0,Windows,64,6,Casual,15.6,1,Yes,No,269990
acer,ConceptD,Intel,Core i7,8th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,99500
ASUS,Vivobook,Intel,Core i7,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,No,48990
HP,Spectre,Intel,Core i7,11th,8,DDR4,1024,0,Windows,64,0,Casual,13.5,1,Yes,No,149999
HP,14s,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,55990
ASUS,ROG,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,4,Casual,15.6,0,No,No,112990
Vaio,E,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,56990
ASUS,Vivobook,Intel,Core i7,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,64990
Lenovo,IdeaPad,Intel,Core i7,10th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,41998
Lenovo,Ideapad,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,0,Casual,14,1,No,Yes,77988
MSI,Core,Intel,Core i7,12th,8,DDR4,1024,0,Windows,64,6,Casual,15.6,0,No,No,139990
ASUS,ZenBook,Intel,Core i7,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,No,72990
HP,OMEN,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,8,Casual,16.1,1,No,Yes,141990
ASUS,ASUS,Intel,Core i7,Missing,8,DDR4,0,0,Windows,64,0,Casual,0,0,No,No,45990
ALIENWARE,Core,NVIDIA,Core i7,Missing,8,DDR4,0,0,Missing,32,6,Casual,0,0,No,No,214790
ASUS,EeeBook,Intel,Core i7,Missing,8,DDR4,0,0,Windows,32,0,Casual,All,0,No,No,21990
HP,Notebook,Intel,Core i7,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,No,39790
ASUS,ROG,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,0,Casual,14,1,No,Yes,76000
acer,Predator,Intel,Core i7,11th,8,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,No,129990
acer,Swift,Intel,Core i7,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,64990
ASUS,Core,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,57990
HP,OMEN,Intel,Core i7,11th,8,DDR4,1024,0,Windows,64,8,Casual,16.1,1,No,Yes,171990
ASUS,Core,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,42990
Smartron,t.book,Intel,Core i7,7th,8,DDR4,128,0,Windows,64,0,Casual,12.2,0,Yes,No,52990
ASUS,VivoBook,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,63990
acer,Aspire,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,49990
Lenovo,Ideapad,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,63990
HP,Ryzen,AMD,Core i7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,57999
MSI,GP65,Intel,Core i7,Missing,8,DDR4,0,0,Missing,32,6,Casual,0,0,No,No,145990
HP,HP,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,2,Casual,13.3,1,Yes,Yes,76990
DELL,Ryzen,AMD,Core i7,Missing,8,DDR4,256,1024,Windows,32,0,Casual,15.6,0,No,No,51990
ASUS,Rog,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,0,Casual,15.6,1,No,No,129990
DELL,Inspiron,Intel,Core i7,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,0,No,No,66490
DELL,Inspiron,Intel,Core i7,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,36000
ASUS,ROG,AMD,Core i7,Missing,8,DDR4,1024,0,Windows,64,4,Casual,13.4,1,Yes,No,99990
Lenovo,Ideapad,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,2,No,Yes,62998
ASUS,Core,Intel,Core i7,11th,8,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,41990
DELL,Inspiron,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,77990
ASUS,ROG,Intel,Core i7,Missing,8,DDR4,0,0,Missing,32,4,Casual,0,0,No,No,106167
MICROSOFT,Surface,Intel,Core i7,8th,8,DDR4,128,0,Windows,64,0,Casual,13.5,0,Yes,No,91999
ASUS,Ryzen,AMD,Core i7,Missing,8,DDR4,512,0,Windows,32,4,Casual,14,0,No,No,72400
Lenovo,Ideapad,Intel,Core i7,10th,8,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,Yes,39999
HP,Spectre,Intel,Core i9,10th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,114990
HP,Ryzen,AMD,Core i9,Missing,8,DDR4,512,0,Windows,32,0,Casual,15.6,0,No,No,52380
ASUS,ROG,AMD,Core i9,Missing,8,DDR4,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,142990
ASUS,Zephyrus,AMD,Core i9,Missing,8,DDR4,1024,0,Windows,64,0,Casual,14,1,No,No,121990
DELL,DELL,Intel,Core i9,10th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,65990
DELL,Inspiron,Intel,Core i9,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,88990
DELL,Inspiron,Intel,Core i9,11th,8,DDR4,1024,0,Windows,64,2,Casual,15.6,1,No,Yes,93955
Lenovo,Yoga,AMD,Dual Core,Missing,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,No,78990
LG,Gram,Intel,Dual Core,10th,8,DDR4,256,0,Windows,64,0,Casual,14,0,No,No,62990
ASUS,ROG,Intel,Ever Screenpad,10th,8,DDR4,1024,0,Windows,64,8,Casual,15.6,0,No,No,234990
DELL,Vostro,Intel,Ever Screenpad,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,43590
ASUS,Commercial,Intel,GB SSD,10th,8,DDR4,256,0,Windows,32,0,Casual,14,0,No,No,39990
HP,Spectre,Intel,GeForce GTX,11th,8,DDR4,1024,0,Windows,64,0,Casual,13.3,1,Yes,Yes,128500
Lenovo,X390,Intel,GeForce GTX,10th,8,DDR4,512,0,Windows,64,0,Casual,13.3,0,No,No,113590
DELL,Vostro,Intel,GeForce RTX,10th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,41390
ASUS,Core,Intel,GeForce RTX,10th,8,DDR4,0,1024,Windows,32,0,ThinNlight,14,0,No,No,35590
Mi,Notebook,Intel,GEFORCE RTX,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,No,54990
ASUS,Core,Intel,GeForce RTX,11th,8,DDR4,256,1024,Windows,32,0,ThinNlight,15.6,0,No,No,82500
DELL,Inspiron,Intel,GeForce RTX,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,55990
ASUS,VivoBook,Intel,Genuine Windows,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,73990
ASUS,Vivobook,Intel,Genuine Windows,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,44890
Lenovo,Yoga,AMD,Genuine Windows,Missing,8,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,3,Yes,Yes,81978
ASUS,Zephyrus,AMD,Hexa Core,Missing,8,DDR4,1024,0,Windows,64,0,Casual,14,1,No,No,111000
Lenovo,Yoga,Intel,Hexa Core,11th,8,DDR4,1024,0,Windows,64,0,Casual,14,1,Yes,Yes,102990
Lenovo,Ideapad,Intel,i5,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,39998
HP,Pavilion,Intel,i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,92000
HP,Pavilion,AMD,i5,Missing,8,DDR4,0,1024,Windows,64,4,Gaming,15.6,1,No,No,59990
LG,Gram,Intel,i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,0,No,No,86990
HP,14s,Intel,i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,42490
MSI,GF63,Intel,i5,10th,8,DDR4,0,1024,Windows,64,4,Casual,15.6,2,No,No,52990
HP,Core,Intel,i7,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,61000
acer,Aspire,AMD,i7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,59990
ASUS,ZenBook,Intel,i7,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,No,99990
ASUS,ROG,AMD,i7,Missing,8,DDR4,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,124990
acer,Predator,Intel,i7,10th,8,DDR4,256,1024,Windows,64,6,Casual,15.6,1,No,No,119990
ASUS,ROG,AMD,i7,Missing,8,DDR4,512,0,Windows,32,4,Casual,15.6,1,No,No,111990
Lenovo,ThinkPad,Intel,i7,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,67990
acer,Aspire,AMD,i7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,49990
HP,Ryzen,AMD,i7,Missing,15.6,DDR4,512,0,Windows,32,0,Casual,13.3,0,Yes,No,109000
DELL,G3,Intel,i7,10th,15.6,DDR4,256,1024,Windows,64,4,Casual,15.6,0,No,No,77900
DELL,Inspiron,Intel,i7,11th,15.6,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,70799
HP,14s,AMD,i7,Missing,15.6,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,52500
lenovo,Yoga,Intel,i7,Missing,15.6,DDR4,0,0,Missing,32,0,Casual,0,0,No,No,171998
Lenovo,Core,Intel,M1 Max,7th,15.6,DDR4,0,1024,Windows,32,2,Casual,14,0,No,No,57999
Lenovo,B50-70,Intel,M1 Pro,4th,16,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,52490
ASUS,ZenBook,Intel,M1 Pro,11th,16,DDR4,1024,0,Windows,64,0,Casual,14,1,Yes,No,119990
Lenovo,Ideapad,Intel,M1 Pro,8th,16,DDR4,0,1024,Windows,64,4,Casual,15.6,1,No,No,56990
Lenovo,ThinkPad,Intel,M1 Pro,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,65990
acer,Swift,Intel,M1 Pro,8th,16,DDR4,256,0,Windows,64,0,ThinNlight,14,1,Yes,Yes,81998
ASUS,ROG,AMD,M1 Processor,Missing,16,DDR4,1024,0,Windows,64,6,Casual,15.6,0,No,No,141990
ASUS,VivoBook,Intel,M1 Processor,8th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,53690
DELL,Core,Intel,M1 Processor,Missing,16,DDR4,0,0,Missing,32,4,Casual,0,1,No,No,68090
MSI,WF65,Intel,M1 Processor,10th,16,DDR4,256,1024,Windows,64,4,Casual,15.6,3,No,No,159990
ASUS,Pentium,Intel,M1 Processor,Missing,16,DDR4,128,0,Windows,32,0,Casual,13.3,0,Yes,No,58100
Vaio,E,AMD,M1 Processor,Missing,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,49590
ASUS,Vivobook,AMD,M1 Processor,Missing,16,DDR4,1024,0,Windows,64,4,Casual,16,1,No,No,162990
MSI,Modern,Intel,M1 Processor,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,55990
ASUS,Zephyrus,Intel,M1 Processor,11th,16,DDR4,3072,0,Windows,32,6,Casual,17.3,1,No,No,441990
ASUS,Vivobook,Intel,M1 Processor,11th,16,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,53190
Lenovo,IdeaPad,Intel,M1 Processor,10th,16,DDR4,512,0,Windows,32,2,Casual,15.6,2,No,Yes,58999
ASUS,F17,Intel,M1 Processor,11th,16,DDR4,1024,0,Windows,64,4,Casual,17.3,0,No,No,84500
Lenovo,Core,Intel,M1 Processor,10th,16,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,41990
ASUS,Core,Intel,M1 Processor,11th,16,DDR4,1024,0,Windows,32,6,Casual,15.6,0,No,No,120980
DELL,Inspiron,Intel,M1 Processor,11th,16,DDR4,512,0,Windows,64,2,ThinNlight,15.6,3,No,No,71990
HP,14s,Intel,M1 Processor,10th,16,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,Yes,36490
HP,Core,Intel,M1 Processor,11th,16,DDR4,512,0,Windows,32,4,Casual,16.1,0,No,No,82000
ASUS,Core,Intel,MediaTek Kompanio,11th,16,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,48490
ASUS,VivoBook,Intel,MediaTek Kompanio,10th,16,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,38990
ASUS,Zephyrus,Intel,MediaTek Kompanio,11th,16,DDR4,1024,0,Windows,32,6,Casual,16,1,No,No,157249
ASUS,Ryzen,AMD,Pentium Quad,Missing,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,49990
ALIENWARE,Core,NVIDIA,Pentium Quad,Missing,16,DDR4,0,0,Missing,32,8,Casual,0,0,No,No,269290
ASUS,ZenBook,Intel,Pentium Quad,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,84990
DELL,Inspiron,Intel,Pentium Quad,11th,16,DDR4,256,1024,Windows,64,2,Casual,15.6,0,No,No,67490
acer,Aspire,AMD,Pentium Quad,Missing,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,75999
ASUS,Vivobook,AMD,Pentium Quad,Missing,16,DDR4,1024,0,Windows,64,0,Casual,16,1,No,No,130500
Lenovo,Core,Intel,Pentium Quad,9th,16,DDR4,1024,0,Windows,64,4,ThinNlight,15.6,0,No,No,229900
HP,Core,Intel,Pentium Quad,11th,16,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,44376
HP,Spectre,Intel,Pentium Quad,10th,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,No,162990
acer,Dual,AMD,Pentium Quad,Missing,16,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,31990
acer,Spin,Intel,Pentium Quad,Missing,16,DDR4,0,0,Missing,32,0,Casual,0,1,No,No,119990
ASUS,Vivobook,Intel,Pentium Quad,Missing,16,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,32990
Lenovo,Thinpad,Intel,Pentium Quad,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,0,No,No,89998
DELL,XPS,Intel,Pentium Silver,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,135300
MSI,Modern,Intel,Pentium Silver,11th,16,DDR4,512,0,Windows,64,0,Casual,14,0,No,No,64990
acer,Aspire,Intel,processor_name,8th,16,DDR4,0,1024,Windows,64,2,ThinNlight,15.6,1,No,No,61990
ASUS,Vivobook,AMD,Quad,Missing,16,DDR4,1024,0,Windows,64,4,Casual,14,0,No,No,116990
ASUS,ZenBook,Intel,Ryzen 3,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,No,99990
ASUS,VivoBook,Intel,Ryzen 3,10th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,41490
ASUS,ASUS,Intel,Ryzen 3,11th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,No,131500
ASUS,Zenbook,Intel,Ryzen 3,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,84990
Lenovo,IdeaPad,Intel,Ryzen 3,10th,16,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,69899
DELL,Vostro,Intel,Ryzen 3,11th,16,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,61990
DELL,Inpiron,Intel,Ryzen 3,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,79990
ASUS,Ryzen,AMD,Ryzen 3,Missing,16,DDR4,1024,0,Windows,32,6,Casual,14,0,No,No,138990
DELL,GAMING,Intel,Ryzen 3,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,76300
DELL,Vostro,Intel,Ryzen 3,10th,16,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,44290
DELL,Core,Intel,Ryzen 3,11th,16,DDR4,0,1024,Windows,32,0,Casual,15,0,No,No,58090
DELL,G5,AMD,Ryzen 3,Missing,16,DDR4,512,0,Windows,64,6,Casual,15.6,0,No,No,89990
Lenovo,Yoga,AMD,Ryzen 3,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,3,Yes,Yes,78988
Lenovo,Ideapad,Intel,Ryzen 3,10th,16,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,55999
DELL,Inspiron,Intel,Ryzen 3,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,72900
Lenovo,ThinkPad,Intel,Ryzen 3,10th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,3,No,No,174527
DELL,Inspiron,Intel,Ryzen 3,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,73990
Lenovo,ThinkPad,Intel,Ryzen 3,10th,16,DDR4,512,512,Windows,64,0,ThinNlight,14,3,Yes,No,125394
ASUS,ROG,AMD,Ryzen 3,Missing,16,DDR4,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,234990
ASUS,VivoBook,AMD,Ryzen 3,Missing,16,DDR4,256,1024,Windows,64,0,Casual,17.3,1,No,Yes,62990
DELL,Inspiron,Intel,Ryzen 3,11th,16,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,48999
ASUS,ZenBook,Intel,Ryzen 3,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,84990
DELL,Core,Intel,Ryzen 3,11th,16,DDR4,512,0,Windows,32,2,Casual,15.6,0,No,No,73519
Lenovo,Ryzen,AMD,Ryzen 3,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,73138
ASUS,ExpertBook,Intel,Ryzen 5,10th,16,DDR4,1024,0,Windows,64,0,Casual,14,0,No,No,154990
HP,Spectre,Intel,Ryzen 5,10th,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,No,126000
Lenovo,ThinkPad,Intel,Ryzen 5,10th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,162299
ASUS,Core,Intel,Ryzen 5,10th,16,DDR4,0,1024,Windows,32,0,ThinNlight,15.6,0,No,No,33990
ASUS,ZenBook,First,Ryzen 5,Missing,16,DDR4,0,0,Missing,64,4,Casual,0,0,No,No,209690
ASUS,ExpertBook,Intel,Ryzen 5,10th,16,DDR4,512,0,Missing,32,2,Casual,14,0,No,No,69990
LG,Gram,Intel,Ryzen 5,11th,16,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,76990
ASUS,ASUS,Intel,Ryzen 5,11th,16,DDR4,512,0,Windows,64,6,Casual,15.6,1,No,No,88990
ASUS,AMD,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,No,No,80990
Avita,PURA,AMD,Ryzen 5,Missing,16,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,24990
DELL,DELL,AMD,Ryzen 5,Missing,16,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,43990
HP,HP,Intel,Ryzen 5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.5,1,Yes,Yes,114999
DELL,Core,Intel,Ryzen 5,11th,16,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,43900
acer,Core,Pre-installed,Ryzen 5,Missing,16,DDR4,128,0,Missing,32,4,Casual,6th,0,No,No,116640
